Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"MCP1(t) > c(high) and globally[1,2](MCP1(t) > c(high)) and globally[3,4](MCP1(t) > c(high))",0.6240281,N/A,N/A,"eventually[1,2]globally(d_MCP1(t) > 0 and MCP1(t) = c(high)) and eventually[3,4]globally(d_MCP1(t) < 0 and MCP1(t) = c(low))",0.55941474,0,2,0
"MCP1(t) > c(high) and eventually[1,2]globally(MCP1(t)=c(high) and IL1β(t) > c(low)) and MCP1(t) < c(high) and eventually[3,4]globally(MCP1(t)=c(high) and IL1β(t) > c(low)) and MCP1(t) > c(high) and eventually[1,2]globally(MCP1(t)=c(high) and IL1β(t) > c(low)) and MCP1(t) < c(high) and eventually[3,4]globally(MCP1(t)=c(high) and IL1β(t) > c(low)) and MCP1(t) > c(high) and eventually[1,2]globally(MCP1(t)=c(high) and IL1β(t) > c(low)) and MCP1(t) < c(high) and eventually[3,4]globally(MCP1(t)=c(high) and IL1β(t) > c(low))",0.62978065,"eventually[1,2]globally(IL1β(t) > c(mid) implies d_IL1β(t) < 0) and eventually[3,4]globally(IL1β(t) > c(low) implies d_IL1β(t) < 0)",0.3671204,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[1,4](MCP1(t) > c(mid))",0.62150276,"eventually[1,2](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and globally[3,4](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[1,2](IL1β(t) > c(low) and IL1Ra(t) > c(low)) and globally[3,4](IL1β(t) < c(low) and IL1Ra(t) < c(low)) and d_IL1β(t) > d_c(low) and d_IL1Ra(t) > d_c(low) and d_IL1β(t) = d_c(low) and d_IL1Ra(t) = d_c(low)",0.3645572,"eventually[1,2]globally(IL1β(t) > c(mid)) and eventually[3,4]globally(IL1β(t) < c(mid)) and d_IL1β(t) = d_c(low)",0.4149835,0,2,0
"globally[1,2](MCP1(t) > c(high)) implies eventually[3,4]globally(MCP1(t) < c(high))",0.56620765,"eventually[1,2](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[3,4](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and globally[1,2](d_IL1β(t) = d_c(high) and d_IL1Ra(t) = d_c(high)) and globally[3,4](d_IL1β(t) = d_c(high) and d_IL1Ra(t) = d_c(high))",0.37818563,N/A,N/A,0,2,0
"d_MCP1(t) > c(low) implies MCP1(t) = c(low) and d_MCP1(t) > d_c(low) and eventually[1,2]globally(MCP1(t) = c(low)) and eventually[3,4]globally(MCP1(t) = c(mid))",0.59034777,"eventually[1,2]globally(MCP1(t) > c(high) and MCP1(t) < c(low)) and eventually[3,4]globally(MCP1(t) > c(high) and MCP1(t) < c(low)) and eventually[1,2]globally(MCP1(t) > c(high) and MCP1(t) < c(low)) and eventually[3,4]globally(MCP1(t) > c(high) and MCP1(t) < c(low))",0.6196219,"eventually[1,2]globally(MCP1(t) > c(high)) and eventually[3,4]globally(MCP1(t) < c(high))",0.6173545,2,0,0
"globally[1,2](MCP1(t) > c(high)) and globally[3,4](MCP1(t) > c(high)) and eventually[1,2](MCP1(t) > c(high)) and eventually[3,4](MCP1(t) > c(high)) and globally[1,2](MCP1(t) > c(high)) and globally[3,4](MCP1(t) > c(high)) and eventually[1,2](MCP1(t) > c(high)) and eventually[3,4](MCP1(t) > c(high))",0.537477,N/A,N/A,"eventually[1,2]globally(MCP1(t) > c(mid)) and eventually[3,4]globally(MCP1(t) < c(mid))",0.64392406,1,1,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[1,2]globally(MCP1(t) > c(high)) and eventually[3,4]globally(MCP1(t) < c(high))",0.6173545,"eventually[1,2]globally(MCP1(t) > c(high)) and eventually[3,4]globally(MCP1(t) < c(high))",0.6173545,N/A,N/A,0,1,1
"eventually[1,2]globally(MCP1(t) > c(high)) and eventually[3,4]globally(MCP1(t) < c(high)) and globally[1,2](MCP1(t) > c(low) and d_MCP1(t) > d_c(low)) and globally[3,4](MCP1(t) > c(low) and d_MCP1(t) > d_c(low))",0.54703873,N/A,N/A,N/A,N/A,0,2,0
"MCP1(t) > c(high) and MCP1(t) < c(high) and eventually[3,4](MCP1(t) = c(high))",0.6554306,"eventually[1,2]globally(MCP1(t) > c(mid)) and eventually[3,4]globally(MCP1(t) < c(mid))",0.64392406,N/A,N/A,0,2,0
"globally[inf,inf](MCP1(t) > c(low)) and eventually[1,2]globally(MCP1(t) > c(low) and d_MCP1(t) > 0) and eventually[3,4]globally(MCP1(t) > c(low) and d_MCP1(t) > 0)",0.5464214,"eventually[1,2]globally(d_MCP1(t) > d_c(high)) and eventually[3,4]globally(d_MCP1(t) < d_c(high)) and eventually[1,2]globally(d_MCP1(t) > d_c(low)) and eventually[3,4]globally(d_MCP1(t) < d_c(low))",0.44954473,N/A,N/A,0,2,0
"eventually[1,2]globally(MCP1(t) > c(high)) and eventually[3,4]globally(MCP1(t) < c(high)) and globally[1,2](MCP1(t) = c(high)) and globally[3,4](MCP1(t) = c(high))",0.5970653,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
