Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[0,inf]globally(d_IL1Ra(t) > d_c(low) and d_IL1Ra(t) < d_c(low)) and d_IL1Ra(t) = d_c(low) implies d_IL6(t) > 0",0.7421355,N/A,N/A,N/A,N/A,0,2,0
d_IL1Ra(t) > d_c(low) and d_IL1Ra(t) < d_c(low) and d_IL1Ra(t)=d_c(low) implies IL6(t) > c(low),0.7962644,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[inf,inf]globally(d_IL1Ra(t) > d_c(low) and d_IL1Ra(t) < d_c(low)) and d_IL6(t) = c(low) implies IL6(t) > c(low)",0.79860663,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IL1Ra(t) > 0 and d_IL1Ra(t) < d_c(low) and d_TNFα(t) = d_c(low) implies d_IL6(t) > 0,0.94328135,N/A,N/A,N/A,N/A,0,2,0
"eventually[inf,inf]globally(d_IL1Ra(t) < d_c(low)) and IFNα(t) < c(low) implies IL6(t) > c(low)",0.82012415,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IL1Ra(t) > 0 and d_IL1Ra(t) < d_c(low) and TNFα(t) = c(low) implies IL6(t) > c(low),1.0000001,d_IL1Ra(t) > 0 and d_IL1Ra(t) < d_c(low) and TNFα(t) = c(low) implies IL6(t) > c(low),1.0000001,N/A,N/A,0,1,1
"eventually[inf,inf]globally(d_IL1Ra(t) > 0 and d_IL1Ra(t) < d_c(low)) implies globally[inf,inf](d_IL6(t) > d_c(low) implies IL6(t) > c(low))",0.7618176,N/A,N/A,N/A,N/A,0,2,0
d_IL1Ra(t) > 0 and d_IL1Ra(t) < d_c(low) and d_IL1Ra(t) = d_c(low) implies IL6(t) > c(low),0.8065175,N/A,N/A,N/A,N/A,0,2,0
"d_IL1Ra(t) > d_c(low) and d_IL1Ra(t) < d_c(low) and eventually[0,inf]globally(TNFα(t) = c(low) implies IL6(t) > c(low))",0.9769465,N/A,N/A,N/A,N/A,0,2,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
