Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"globally[14,∞](SARSCoV2(t) = c(high))",0.28899598,"globally[14,∞](SARSCoV2(t) = c(high))",0.28899598,"globally[14,∞](SARSCoV2(t) = c(high))",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"SARSCoV2(t) = c(low) and globally[14,∞](IL6(t) = c(low) and IL1RN(t) = c(low))",0.28899598,"SARSCoV2(t) = c(low) and globally[14,∞](IL6(t) = c(low) and IL1RN(t) = c(low))",0.28899598,"SARSCoV2(t) = c(low) and globally[14,∞](IL6(t) = c(low) and IL1RN(t) = c(low))",0.28899598,0,0,2
"eventually[14,∞]globally(SARSCoV2(t) < c(low)) and eventually[14,∞]globally(IL6(t) = c(mid) and IL1RN(t) = c(mid))",0.28899598,"eventually[14,∞]globally(SARSCoV2(t) < c(low)) and eventually[14,∞]globally(IL6(t) = c(mid) and IL1RN(t) = c(mid))",0.28899598,"eventually[14,∞]globally(SARSCoV2(t) < c(low)) and eventually[14,∞]globally(IL6(t) = c(mid) and IL1RN(t) = c(mid))",0.28899598,0,0,2
