Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[14,inf](d_TNFα(t) < 0)",0.8535186,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,2,0,0
"globally[1,14](TNFα(t)=c(high)) and eventually[15,inf](d_TNFα(t) < 0)",0.8434894,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.8623674,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,0,2,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < 0)",0.86355484,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,1,0,1
"globally[1,14](TNFα(t) > c(high)) and eventually[15,inf](d_TNFα(t) < 0)",0.85074645,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,1,0,1
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,14](TNFα(t) > c(mid)) and globally[1,14](d_TNFα(t) = d_c(low)) and globally[14,inf](d_TNFα(t) < 0)",0.81906235,"globally[1,14](TNFα(t) = c(high)) and eventually[15,inf](d_TNFα(t) < 0)",0.8434894,0,2,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,0,2,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](d_TNFα(t) > 0) and globally[8,14](d_TNFα(t) > 0) and globally[14,inf](d_TNFα(t) < 0)",0.771685,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < -d_c(low))",0.80664504,0,2,0
"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[14,inf](d_TNFα(t) < 0)",0.8535186,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.8623674,2,0,0
"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[14,inf](d_TNFα(t) < 0)",0.8623674,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,1,1,0
"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and eventually[15,inf](d_TNFα(t) < 0)",0.852383,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,2,0,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,0,2,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.86769444,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,14](TNFα(t) > c(mid)) and globally[14,inf](d_TNFα(t) < 0)",0.8580831,1,1,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < -d_c(low))",0.82857764,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and eventually[15,inf](d_TNFα(t) < -d_c(low))",0.82791364,1,1,0
"globally[1,7](TNFα(t) > c(mid)) and globally[8,14](TNFα(t) > c(mid)) and globally[15,inf](d_TNFα(t) < 0)",0.8690242,"globally[1,7](TNFα(t)=c(high)) and globally[8,14](TNFα(t)=c(high)) and globally[15,inf](d_TNFα(t)=-d_c(low))",0.7973528,"globally[1,7](TNFα(t) > c(high)) and globally[8,14](TNFα(t) > c(high)) and globally[15,inf](d_TNFα(t) < 0)",0.8553229,0,2,0
