Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,N/A,N/A,0,1,1
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,0,2,0
d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,N/A,N/A,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,1,1,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,0,2
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,N/A,N/A,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,1,1
d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,2,0,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,N/A,N/A,0,1,1
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,0,2
d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,2,0,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,0,2
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,0,2
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,1,1
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,N/A,N/A,0,1,1
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,"globally[0,inf](d_IL12(t) > 0 implies IL8(t) = c(mid))",0.90695786,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,1,1
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,N/A,N/A,0,2,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,N/A,N/A,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,0,2,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > d_c(low) implies IL8(t) = c(mid),0.9657479,N/A,N/A,0,2,0
d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,d_IL12(t) > 0 implies IL8(t) = c(mid),1.0,0,0,2
