Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL6(t) = c(low) and IL1Ra(t) = c(low) implies d_IL6(t) < d_c(low) and d_IL1Ra(t) = d_c(low),0.28899598,IL6(t) = c(low) and IL1Ra(t) = c(low) implies d_IL6(t) < d_c(low) and d_IL1Ra(t) = d_c(low),0.28899598,IL6(t) = c(low) and IL1Ra(t) = c(low) implies d_IL6(t) < d_c(low) and d_IL1Ra(t) = d_c(low),0.28899598,0,0,2
"eventually[5,11]globally(SARSCoV2(t) < c(mid))",0.28899598,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",0.28899598,"eventually[5,11]globally(SARSCoV2(t) < c(mid))",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
d_IL6(t) > c(mid) implies IL6(t) < c(high) and d_IL1RN(t) < d_c(high) implies IL1RN(t) < c(low),0.28899598,d_IL6(t) > c(mid) implies IL6(t) < c(high) and d_IL1RN(t) < d_c(high) implies IL1RN(t) < c(low),0.28899598,d_IL6(t) > c(mid) implies IL6(t) < c(high) and d_IL1RN(t) < d_c(high) implies IL1RN(t) < c(low),0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"IL6(t) = c(mid) and d_IL6(t) < d_c(low) and eventually[14,∞](SARSCoV2(t)=c(high))",0.28899598,"IL6(t) = c(mid) and d_IL6(t) < d_c(low) and eventually[14,∞](SARSCoV2(t)=c(high))",0.28899598,"IL6(t) = c(mid) and d_IL6(t) < d_c(low) and eventually[14,∞](SARSCoV2(t)=c(high))",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
"eventually[14,∞]globally(SARSCoV2(t) < c(mid)) implies eventually[7,17]globally(d_IL6(t) > d_c(low) implies IL6(t) > c(high)) and eventually[7,17]globally(d_IL1RN(t) > d_c(low) implies IL1RN(t) > c(high))",0.28899598,"eventually[14,∞]globally(SARSCoV2(t) < c(mid)) implies eventually[7,17]globally(d_IL6(t) > d_c(low) implies IL6(t) > c(high)) and eventually[7,17]globally(d_IL1RN(t) > d_c(low) implies IL1RN(t) > c(high))",0.28899598,"eventually[14,∞]globally(SARSCoV2(t) < c(mid)) implies eventually[7,17]globally(d_IL6(t) > d_c(low) implies IL6(t) > c(high)) and eventually[7,17]globally(d_IL1RN(t) > d_c(low) implies IL1RN(t) > c(high))",0.28899598,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.28899598,IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.28899598,IL6(t)=c(low) implies d_IL12(t) < d_c(high),0.28899598,0,0,2
